Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Panel Display,Indoor Temperature Indicator,Turbo Mode,ISEER,Stepped Louvers,Auto Air Swing,Anti-bacteria Filter,Dust Filter,Auto Restart,Timer,Sleep Mode,Power Requirement,Power Consumption,Battery Type,,,,,,,,,,,,,,
"Toshiba 1 Ton 3 Star Split AC  - White  (RAS-13J2KG-IN / RAS-13J2AG-IN, Copper Condenser)",https://www.flipkart.com/toshiba-1-ton-3-star-split-ac-white/p/itm927fc20fb3b3a?pid=ACNFNXN6VEKTHFXG&lid=LSTACNFNXN6VEKTHFXGUXIFC9&marketplace=FLIPKART&srno=b_4_73&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFNXN6VEKTHFXG.SEARCH&ssid=ytmywgtc0w0000001585503478267,Not Available,1 Indoor Unit1 Outdoor UnitRemoteRemote Control Holder2 ManualsInstallation PlateScrews,Toshiba,RAS-13J2KG-IN / RAS-13J2AG-IN,Split,1 Ton,3 Star BEE Rating,2019,White,No,3542 W,Rotary,Yes,Yes,R32,Copper,80 cm x 29.5 cm x 23 cm,9 kg,78 cm x 55.7 cm x 24.1 cm,28.5 kg,"High - 41 dB, Low - 37 dB",No,No,Yes,3.75 W/W,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1200 W,2 AAA Batteries,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Dehumidification,Remote Control,Operating Modes,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Other Dimensions,Indoor Noise Level,ISEER,Other Performance Features,Air Circulation,Other Air Flow Features,Anti-bacteria Filter,Dust Filter,Auto Restart,Timer,Sleep Mode,Self Diagnosis,Additional Features,Power Requirement,Power Consumption,Operating Current,Other Power Features,,,,,,,,,,,,,
"Daikin 1.5 Ton 2 Star Split AC  - White  (FTQ50TV16U1, Copper Condenser)",https://www.flipkart.com/daikin-1-5-ton-2-star-split-ac-white/p/itmf49hz7uvm3sjf?pid=ACNF49HZRVYQE4ER&lid=LSTACNF49HZRVYQE4ERC5OWGB&marketplace=FLIPKART&srno=b_4_74&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNF49HZRVYQE4ER.SEARCH&ssid=ytmywgtc0w0000001585503478267,40200,1 Indoor UnitManualWarranty CardInter Connecting Pipe1 Outdoor UnitRemote,Daikin,FTQ50TV16U1,Split,1.5 Ton,2 Star BEE Rating,2018,White,5200 W,Rotary,Yes,Yes,Econo Mode,Copper,885 mm x 298 mm x 229 mm,11 kg,845 mm x 595 mm x 300 mm,40 kg,"Piping Connection: Gas - 12.7 mm, Liquid - 6.4 mm, Gross Weight: Indoor - 16 kg, Outdoor - 49 kg, Breaker Size: 15 A, Package Dimensions: Indoor - 375 x 980 x 325 mm, Outdoor - 680 x 1035 x 410 mm, Piping Length: Charge-less - 10 m, Maximum Length - 20 m, Maximum Height - 10 m","High - 45 dB, Low - 35 dB",3.45 W/W,Power Chill Operation,16.2 CFM,Coanda Airflow,Yes,Yes,Yes,Yes,Yes,Yes,Operation Limit: 19.4 - 50 DegreeCIndoor Noise Level: Medium - 41 dB,"AC 230 V, 50 Hz",1507 W,6.9 A,Rated Cooling Capacity: 17750 Btu/hr,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Operating Modes,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Panel Display,Turbo Mode,Other Performance Features,Air Circulation,Auto Air Swing,Air Flow Direction,Anti-bacteria Filter,Dust Filter,Active Carbon Filter,Deodorizing Filter,Other Filter Features,Auto Restart,Timer,Quiet Mode,Sleep Mode,Memory Feature,Self Diagnosis,Other Convenience Features,Power Requirement,Power Consumption,LED Backlit Buttons,Night Glow Buttons on Remote,Battery Type,,,,
"Livpure 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White  (HKS-IN18K3S19A, Copper Condenser)",https://www.flipkart.com/livpure-1-5-ton-3-star-split-inverter-ac-wi-fi-connect-white/p/itmff2jz4xh2rvns?pid=ACNFF2JZMGGFTC67&lid=LSTACNFF2JZMGGFTC679GDAH6&marketplace=FLIPKART&spotlightTagId=TrendingId_j9e%2Fabm%2Fc54&srno=b_4_75&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFF2JZMGGFTC67.SEARCH&ssid=ytmywgtc0w0000001585503478267,44990,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, User Manuals, Warranty Card",Livpure,HKS-IN18K3S19A,Split,1.5 Ton,3 Star BEE Rating,2019,White,No,5100 W,Inverter,Yes,Yes,R32,"Auto Mode, Dry Mode, Cool Mode, Fan Mode",Copper,100 cm x 29.5 cm x 23 cm,11 kg,78 cm x 55.7 cm x 24.1 cm,29 kg,Low - 43 dB,Hidden,Yes,"Hydrofolic Fins, 100 % Copper Coil, Eco-friendly Refrigerant",1100 CMH,Yes,Two Way,Yes,Yes,Yes,Yes,Fine Mesh Dust Filter,Yes,Yes,Yes,Yes,Yes,Yes,"Silent Mode, Intelligent Geo Fencing, Convert Your Mobile into Remote, HEKA Technology, Artificial Intelligence and Machine Learning Solution for Smart Advantage, Smart Auto Service Alert and Protection i-Diagnosis, 3 Intelligent Modes, Voice Controlled Automation Device",AC 230 V,1600 W,Yes,Yes,AAA Batteries,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Technology Used,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Cooling Coverage Area,Condenser Fin Type,Stepped Louvers,Auto Air Swing,Anti-bacteria Filter,Dust Filter,Other Filter Features,Auto Restart,Timer,Sleep Mode,Memory Feature,Self Diagnosis,Additional Features,Power Requirement,Power Consumption,LED Backlit Buttons,Battery Type,,,,,,,,,,,
"LG 2 Ton 3 Star Split Dual Inverter AC  - White  (LS-Q24HNXA1, Copper Condenser)",https://www.flipkart.com/lg-2-ton-3-star-split-dual-inverter-ac-white/p/itm197be53a5e723?pid=ACNFZDFD5SDXHQQV&lid=LSTACNFZDFD5SDXHQQV3CA3H7&marketplace=FLIPKART&srno=b_4_76&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFZDFD5SDXHQQV.SEARCH&ssid=ytmywgtc0w0000001585503478267,74990,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, User Manual, Warranty Card, 2 AAA Batteries",LG,LS-Q24HNXA1,Split,2 Ton,3 Star BEE Rating,2020,White,No,6300 W,Dual Rotary,Yes,Yes,R32,Dualcool,Copper,99.8 cm x 33 cm x 21 cm,11.5 kg,87 cm x 65 cm x 33 cm,40 kg,Upto 150 sq ft sq ft,Ocean Black Fin,Yes,Yes,Yes,Yes,HD Filter,Yes,Yes,Yes,Yes,Yes,"Super Silent Operation, Himalaya Cool for Instant Cooling, Hi-Grooved Copper, Stabilizer Free Operation, Smart Diagnosis, Himalaya Cool, Monsoon Comfort, Cools at 52 DegreeC",AC 230 V,1232.78 W,No,2 AAA Batteries,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Turbo Mode,ISEER,Anti-bacteria Filter,Dust Filter,Auto Restart,Timer,Quiet Mode,Sleep Mode,Self Diagnosis,Power Requirement,Power Consumption,,,,,,,,,,,,,,,,,,
"Daikin 2.2 Ton 3 Star Split Inverter AC  - White  (FTKL71TV16T, Copper Condenser)",https://www.flipkart.com/daikin-2-2-ton-3-star-split-inverter-ac-white/p/itmac8ab7825daa8?pid=ACNFZ2ZHHVGFUHGR&lid=LSTACNFZ2ZHHVGFUHGRWFEPUJ&marketplace=FLIPKART&srno=b_4_77&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFZ2ZHHVGFUHGR.SEARCH&ssid=ytmywgtc0w0000001585503478267,73900,1 Indoor Unit1 Outdoor UnitInter Connecting PipesRemote3 ManualsWarranty Card,Daikin,FTKL71TV16T,Split,2.2 Ton,3 Star BEE Rating,2019,White,No,7100 W,Neo Swing,No,Yes,R-32,Copper,110 cm x 31 cm x 23.9 cm,18 kg,84.5 cm x 59.5 cm x 30 cm,47 kg,Yes,3.99 W/W,No,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",2410 W,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Series,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,ISEER,Air Circulation,Anti-bacteria Filter,Dust Filter,Auto Restart,Power Requirement,Power Consumption,,,,,,,,,,,,,,,,,,,,,,
"Hitachi 1.5 Ton 3 Star Split Inverter Expandable AC  - White  (RSD/ESD/CSD-318HBEA.Z, Copper Condenser)",https://www.flipkart.com/hitachi-1-5-ton-3-star-split-inverter-expandable-ac-white/p/itmfen55px64fvds?pid=ACNFEN55YS7HR6YJ&lid=LSTACNFEN55YS7HR6YJGDQC5J&marketplace=FLIPKART&srno=b_4_78&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFEN55YS7HR6YJ.SEARCH&ssid=ytmywgtc0w0000001585503478267,51390,1 Indoor UnitInstallation KitManual1 Outdoor UnitRemote,Hitachi,RSD/ESD/CSD-318HBEA.Z,Split,1.5 Ton,3 Star BEE Rating,2019,White,Merai,5275 W,Rotary,Yes,Yes,R410A,Copper,750 mm x 548 mm x 288 mm,11.2 kg,968 mm x 294 mm x 240 mm,33.4 kg,3.95 W/W,583 CFM,No,Yes,Yes,"AC 230 V, 50 Hz",1720 W,,,,,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Anti-bacteria Filter,Dust Filter,Auto Restart,Power Requirement,Power Consumption,,,,,,,,,,,,,,,,,,,,,,,,,
"Daikin 0.8 Ton 3 Star Split AC  - White  (FTL28TV16X2, Copper Condenser)",https://www.flipkart.com/daikin-0-8-ton-3-star-split-ac-white/p/itm73cfcffee75f4?pid=ACNFM438VZ2G3QMY&lid=LSTACNFM438VZ2G3QMYVUKU3P&marketplace=FLIPKART&srno=b_4_79&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFM438VZ2G3QMY.SEARCH&ssid=ytmywgtc0w0000001585503478267,27900,"1 Indoor Unit, 1 Outdoor Unit, Operating Manual, Remote, Coper Pipe",Daikin,FTL28TV16X2,Split,0.8 Ton,3 Star BEE Rating,2019,White,2800 W,Rotary,Yes,Yes,R32,Copper,80 cm x 28.3 cm x 19.8 cm,8 kg,76.5 cm x 55 cm x 28.5 cm,28 kg,Yes,Yes,Yes,"AC 230 V, 50 Hz",767 W,,,,,,,,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Other Dimensions,Indoor Temperature Indicator,Turbo Mode,ISEER,Auto Air Swing,Anti-bacteria Filter,Dust Filter,Active Carbon Filter,Deodorizing Filter,Auto Restart,Sleep Mode,Self Diagnosis,Power Requirement,Power Consumption,Other Power Features,Night Glow Buttons on Remote,,,,,,,,,,,,,,
"Whirlpool 0.8 Ton 3 Star Split Inverter AC  - White  (0.8T MAGICOOL INVERTER 3S COPR-W-I/ODU, Copper Condenser)",https://www.flipkart.com/whirlpool-0-8-ton-3-star-split-inverter-ac-white/p/itmf277zg7xtkjac?pid=ACNF277ZH7RGFXBS&lid=LSTACNF277ZH7RGFXBSJ3NHLZ&marketplace=FLIPKART&srno=b_4_80&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNF277ZH7RGFXBS.SEARCH&ssid=ytmywgtc0w0000001585503478267,37000,1 AC Unit Installation Kit,Whirlpool,0.8T MAGICOOL INVERTER 3S COPR-W-I/ODU,Split,0.8 Ton,3 Star BEE Rating,2018,White,No,2600 W,Twin Rotary,Yes,Yes,Copper,79 cm x 21 cm x 27 cm,8 kg,66 cm x 53 cm x 24 cm,24 kg,Outdoor Gross Weight: 27.5 kg,Yes,Yes,3.7 W/W,Yes,No,Yes,No,No,Yes,Yes,Yes,"AC 230 V, 50 Hz",767 W,"Power Consumption Cooling: Low - 340 W, High - 1182 W",Yes,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Other Dimensions,Panel Display,ISEER,Other Body and Design Features,Air Circulation,Air Flow Direction,Anti-bacteria Filter,Dust Filter,Other Filter Features,Auto Restart,Sleep Mode,Self Diagnosis,Additional Features,Power Requirement,Power Consumption,Other Power Features,,,,,,,,,,,,,,
"Lloyd 1.5 Ton 3 Star Split Inverter AC  - White  (LS18I31BA, Copper Condenser)",https://www.flipkart.com/lloyd-1-5-ton-3-star-split-inverter-ac-white/p/itmf4czypxdkzdux?pid=ACNF4CZYNXYYCQGE&lid=LSTACNF4CZYNXYYCQGED49J58&marketplace=FLIPKART&srno=b_4_81&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNF4CZYNXYYCQGE.SEARCH&ssid=ytmywgtc0w0000001585503478267,58990,1 Indoor UnitManualsWarranty CardInter Connecting Pipe1 Outdoor UnitRemote,Lloyd,LS18I31BA,Split,1.5 Ton,3 Star BEE Rating,2018,White,5100 W,Rotary,Yes,Yes,R-410A,Copper,90 cm x 22 cm x 29.1 cm,11 kg,78 cm x 54.2 cm x 27.1 cm,31 kg,"Gross Weight: Indoor - 13 kg, Outdoor - 35.2 kg",Hidden LED,3.68 W/W,100% Inner Grooved Copper,840 CMH,2 Way,Yes,Yes,Clean Air Filter,Yes,Yes,Yes,Indoor Noise: 42 dB,"AC 230 V, 50 Hz",1800 W,"Input Current: 7.8/2.75 A, Input Power Half Load: 630 W, Cooling Capacity Half Load: 2550 W",,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Panel Display,Indoor Temperature Indicator,Turbo Mode,ISEER,Stepped Louvers,Auto Air Swing,Anti-bacteria Filter,Dust Filter,Auto Restart,Timer,Sleep Mode,Power Requirement,Power Consumption,Battery Type,,,,,,,,,,,,,,
"Toshiba 1.5 Ton 3 Star Split AC  - White  (RAS-18J2KG-IN / RAS-18J2AG-IN, Copper Condenser)",https://www.flipkart.com/toshiba-1-5-ton-3-star-split-ac-white/p/itmd1b62d1ec5666?pid=ACNFNXN6JCZUJNGJ&lid=LSTACNFNXN6JCZUJNGJJFPFH2&marketplace=FLIPKART&srno=b_4_82&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFNXN6JCZUJNGJ.SEARCH&ssid=ytmywgtc0w0000001585503478267,Not Available,1 Indoor Unit1 Outdoor UnitRemoteRemote Control Holder2 ManualsInstallation PlateScrews,Toshiba,RAS-18J2KG-IN / RAS-18J2AG-IN,Split,1.5 Ton,3 Star BEE Rating,2019,White,No,5432 W,Rotary,Yes,Yes,R32,Copper,80 cm x 29.5 cm x 23 cm,11.5 kg,78 cm x 55.7 cm x 24.1 cm,39 kg,"High - 45 dB, Low - 41 dB",No,No,Yes,3.88 W/W,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1800 W,2 AAA Batteries,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Panel Display,Turbo Mode,Auto Air Swing,Anti-bacteria Filter,Dust Filter,Auto Restart,Sleep Mode,Additional Features,Power Requirement,Power Consumption,Battery Type,,,,,,,,,,,,,,,,,
"Carrier 2 Ton 3 Star Split Inverter AC  - White  (24K 3 STAR ESTER NEO-i INVERTER R32 SPLIT AC, Copper Condenser)",https://www.flipkart.com/carrier-2-ton-3-star-split-inverter-ac-white/p/itm1ef18828b9655?pid=ACNFZVZZYQZ99KKY&lid=LSTACNFZVZZYQZ99KKYRXEJS2&marketplace=FLIPKART&srno=b_4_83&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFZVZZYQZ99KKY.SEARCH&ssid=ytmywgtc0w0000001585503478267,60990,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, 2 Batteries, Remote Holder, User Manual, Warranty Card",Carrier,24K 3 STAR ESTER NEO-i INVERTER R32 SPLIT AC,Split,2 Ton,3 Star BEE Rating,2020,White,No,6200 W,Rotary,Yes,Yes,R32,Copper,104.5 cm x 31.5 cm x 23.5 cm,14.2 kg,84.5 cm x 70 cm x 32 cm,36 kg,Low - 39 dB,Yes,Yes,Yes,No,Yes,Yes,Yes,2 Way Cooling,"AC 230 V, 50 Hz",1985 W,2,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Turbo Mode,ISEER,Anti-bacteria Filter,Dust Filter,Auto Restart,Timer,Quiet Mode,Sleep Mode,Self Diagnosis,Power Requirement,Power Consumption,,,,,,,,,,,,,,,,,,
"Daikin 1.5 Ton 3 Star Split AC  - White  (MTL50TV16V3/RL50TV16V3, Copper Condenser)",https://www.flipkart.com/daikin-1-5-ton-3-star-split-ac-white/p/itm6bac98e562709?pid=ACNFZ2ZNZ4PSXGNG&lid=LSTACNFZ2ZNZ4PSXGNGNTMKXR&marketplace=FLIPKART&srno=b_4_84&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFZ2ZNZ4PSXGNG.SEARCH&ssid=ytmywgtc0w0000001585503478267,43800,1 Indoor Unit1 Outdoor UnitInter Connecting PipesRemote3 ManualsWarranty Card,Daikin,MTL50TV16V3/RL50TV16V3,Split,1.5 Ton,3 Star BEE Rating,2019,White,No,5200 W,Rotary,No,Yes,R-32,Copper,80 cm x 29.8 cm x 22.9 cm,16 kg,84.5 cm x 59.5 cm x 30 cm,51 kg,Yes,3.65 W/W,No,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1425 W,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,ISEER,Anti-bacteria Filter,Dust Filter,Auto Restart,Power Requirement,Power Consumption,,,,,,,,,,,,,,,,,,,,,,,
"Lloyd 1.5 Ton 3 Star Split AC  - White  (LS18B32ABWA, Copper Condenser)",https://www.flipkart.com/lloyd-1-5-ton-3-star-split-ac-white/p/itmd24b865652ff7?pid=ACNFGGSFGBQNMEDM&lid=LSTACNFGGSFGBQNMEDMW2WVKC&marketplace=FLIPKART&srno=b_4_85&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFGGSFGBQNMEDM.SEARCH&ssid=ytmywgtc0w0000001585503478267,52990,1 Indoor Unit1 Remote Control1 Connecting WireUser Manual1 Installation Accessory Kit1 Drain Pipe,Lloyd,LS18B32ABWA,Split,1.5 Ton,3 Star BEE Rating,2019,White,No,5050 W,Rotary,Yes,Yes,R-32,Copper,96.5 cm x 31.9 cm x 21.5 cm,12.8 kg,78 cm x 53 cm x 24 cm,35 kg,3.56 W/W,Yes,Yes,Yes,"AC 230 V, 50 Hz",1420 W,,,,,,,,,,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Panel Display,Indoor Temperature Indicator,Turbo Mode,ISEER,Stepped Louvers,Auto Air Swing,Anti-bacteria Filter,Dust Filter,Auto Restart,Timer,Sleep Mode,Power Requirement,Power Consumption,Battery Type,,,,,,,,,,,,,,
"Toshiba 1 Ton 3 Star Split Inverter AC  - White  (RAS-13QKCV3G-INZ / RAS-13QACV3G-INZ, Copper Condenser)",https://www.flipkart.com/toshiba-1-ton-3-star-split-inverter-ac-white/p/itmbdb8c88e25930?pid=ACNFNXN6DWBEPKUM&lid=LSTACNFNXN6DWBEPKUMYJT2WK&marketplace=FLIPKART&srno=b_4_86&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFNXN6DWBEPKUM.SEARCH&ssid=ytmywgtc0w0000001585503478267,Not Available,1 Indoor Unit1 Outdoor UnitRemoteRemote Control Holder2 ManualsInstallation PlateScrews,Toshiba,RAS-13QKCV3G-INZ / RAS-13QACV3G-INZ,Split,1 Ton,3 Star BEE Rating,2019,White,No,3500 W,Rotary,Yes,Yes,R32,Copper,79.8 cm x 29.3 cm x 23 cm,10 kg,66 cm x 53 cm x 24 cm,22 kg,"High - 43 dB, Low - 23 dB",No,No,Yes,3.7 W/W,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1200 W,2 AAA Batteries,,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Series,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Temperature Indicator,Auto Air Swing,Anti-bacteria Filter,Dust Filter,Active Carbon Filter,Deodorizing Filter,Auto Restart,Timer,Child Lock,Sleep Mode,Self Diagnosis,Power Requirement,Power Consumption,Night Glow Buttons on Remote,Battery Type,,,,,,,,,,,,,
"LG 2 Ton 3 Star Split Dual Inverter AC  - White  (KS-Q24ENXA, Copper Condenser)",https://www.flipkart.com/lg-2-ton-3-star-split-dual-inverter-ac-white/p/itmfchhjemkqj7xz?pid=ACNFCHHJ6KUSH24N&lid=LSTACNFCHHJ6KUSH24N1NJOWV&marketplace=FLIPKART&srno=b_4_87&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFCHHJ6KUSH24N.SEARCH&ssid=ytmywgtc0w0000001585503478267,63990,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, User Manuals, Warranty Card, 2 Batteries, Inter Connecting Wire",LG,KS-Q24ENXA,Split,2 Ton,3 Star BEE Rating,2019,White,Emerald,No,6200 W,Dual Rotary,Yes,Yes,R32,Copper,99.8 cm x 33 cm x 21 cm,11 kg,87 cm x 65.5 cm x 32.2 cm,39 kg,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",2090 W,Yes,2 AAA Batteries,,,,,,,,,,,,,
Name,URL,MRP,In The Box,Brand,Model Name,Type,Capacity in Tons,Star Rating,BEE Rating Year,Color,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Panel Display,Indoor Temperature Indicator,Turbo Mode,Evaporator Fin Type,Condenser Fin Type,Stepped Louvers,Auto Air Swing,Anti-bacteria Filter,Dust Filter,Other Filter Features,Auto Restart,Timer,Child Lock,Quiet Mode,Sleep Mode,Memory Feature,Self Diagnosis,Emergency Operational Button,Other Convenience Features,Additional Features,Power Requirement,Power Consumption,Operating Current,Other Power Features,LED Backlit Buttons,Night Glow Buttons on Remote,Battery Type,
"Carrier 1.5 Ton 3 Star Split Inverter AC  - White  (18K 3 Star Ester+ Hybridjet Inverter R410A Split AC (I002) / 18K 3 Star Hybridjet Inv R410A ODU (I002), Copper Condenser)",https://www.flipkart.com/carrier-1-5-ton-3-star-split-inverter-ac-white/p/itmfcschbeb7dfya?pid=ACNFCSCHNNBHUCAF&lid=LSTACNFCSCHNNBHUCAFAM4RCW&marketplace=FLIPKART&srno=b_4_88&otracker=browse&fm=organic&iid=9720a23d-fb3a-402b-aab0-f09190eefad4.ACNFCSCHNNBHUCAF.SEARCH&ssid=ytmywgtc0w0000001585503478267,57500,1 Indoor UnitManualKit1 Outdoor Unit2 BatteriesRemote,Carrier,18K 3 Star Ester+ Hybridjet Inverter R410A Split AC (I002) / 18K 3 Star Hybridjet Inv R410A ODU (I002),Split,1.5 Ton,3 Star BEE Rating,2019,White,No,5276 W,Rotary,Yes,Yes,R410a,Copper,965 mm x 324 mm x 228 mm,12.2 kg,780 mm x 540 mm x 250 mm,28 kg,"High - 44 dB, Low - 38 dB",Hidden Display,No,Yes,Hydrophilic Aluminium Fin,Aluminium Slit Fin,Yes,Yes,No,Yes,PM 2.5 Filter and Air Cleaner,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"High Ambient, Stabilizer Free Operation (Even at 55 DegreeC), Refrigerant Cooling PCB, Refrigerant Leakage Detector","Flexi Cool Technology, Low Voltage Operations","AC 230 V, 50 Hz",1700 W,8.2 A,Half Load Cooling Capacity: 2638 W,Yes,Yes,2 AAA Batteries,
