Name,URL,MRP,Brand,In_The_Box,Type,Model_Name,Capacity_in_Tons,Star_Rating,BEE_Rating_Year,Color,Cooling_and_Heating,Cooling_Capacity,Compressor,Dehumidification,Remote_Control,Refrigerant,Condenser_Coil,Indoor_W_x_H_x_D,Indoor_Unit_Weight,Outdoor_W_x_H_x_D,Outdoor_Unit_Weight,Indoor_Noise_Level,Indoor_Temperature_Indicator,Turbo_Mode,ISEER,Other_Performance_Features,Evaporator_in_Type,Condenser_Fin_Type,Stepped_Louvers,Auto_Air_Swing,Anti_bacteria_Filter,Dust_Filter,Active_Carbon_Filter,Deodorizing_Filter,Other_Filter_Features,Auto_Restart,Timer,Child_Lock,Quiet_Mode,Sleep_Mode,Memory_Feature,Self_Diagnosis,Emergency_Operational_Button,Power_Requirement,Power_Consumption,Night_Glow_Buttons_on_Remote,Battery_Type,Air_Circulation,Other_Remote_Control_Features,Operating_Modes,Technology_Used,Panel_Display,Cooling_Coverage_Area,Additional_Features,Operating_Current,Other_Body_and_Design_Features,Other_Convenience_Features,Other_Power_Features,LED_Backlit_Buttons,Other_Air_Flow_Features,Other_Dimensions
"LG 1 Ton 5 Star Split Inverter AC  - White  (KS-Q12ENZA, Copper Condenser)",https://www.flipkart.com/lg-1-ton-5-star-split-inverter-ac-white/p/itmfdzhfzggtzbgh?pid=ACNFDZHF4JEXQ2P6&lid=LSTACNFDZHF4JEXQ2P6FXLB5M&marketplace=FLIPKART&srno=b_10_226&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNFDZHF4JEXQ2P6.SEARCH&ssid=yvf0rq0keo0000001585503762219,47557,LG,1 Indoor UnitManualsWarranty CardInter Connecting PipeInter Connecting Wire1 Outdoor Unit2 BatteriesRemote,Split,KS-Q12ENZA,1 Ton,5 Star BEE Rating,2019,White,No,3470 W,Dual Rotary,Yes,Yes,R-32,Copper,837 mm x 302 mm x 189 mm,9 kg,715 mm x 495 mm x 230 mm,24.5 kg,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,No,Info Not Available,HD Filter,Yes,Yes,No,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,AC 230 V,938 W,No,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Dual Inverter,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Blue Star 1.5 Ton 3 Star Split Inverter AC  - White  (3CNHW18MAFU, Copper Condenser)",https://www.flipkart.com/blue-star-1-5-ton-3-split-inverter-ac-white/p/itmf49hz4zyra2hz?pid=ACNF49HZHGSYZUFY&lid=LSTACNF49HZHGSYZUFYE5WR3F&marketplace=FLIPKART&srno=b_10_227&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNF49HZHGSYZUFY.SEARCH&ssid=yvf0rq0keo0000001585503762219,57000,Blue Star,1 Indoor UnitManualRemote with BatteriesInter Connecting Pipe1 Outdoor Unit,Split,3CNHW18MAFU,1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,5209 W,Dual Rotor Inverter Compressor,No,Yes,R-410A,Copper,915 mm x 315 mm x 235 mm,12 kg,810 mm x 585 mm x 280 mm,34 kg,"High - 44 dB, Low - 36 dB",Info Not Available,Yes,3.53 W/W,"Self Clean, Auto Clean",Hydrophilic Blue,Anti Corrosive Blue,Info Not Available,Info Not Available,Yes,Yes,Yes,Info Not Available,"Catechin, Vitamin C, Silver Ion, Anti-Acarien",Yes,Yes,Info Not Available,Yes,Yes,Yes,Yes,Info Not Available,"AC 230 V, 50 Hz",1765 W,Yes,Info Not Available,500 CFM,Large LCD with Back Light,"Summer Cool, Smart/Cool/Fan/Dry, Energy Saver, Fan Modes (Super High/High/Medium/Low/Quiet)",Ionizer,Hidden LED,Info Not Available,Maximum Ambient Temperature: 50 DegreeCAnti Freeze ThermostatExpansion Device In ODU: CapillaryIndoor Noise Level Medium: 40 dB5 SensorsiFeelBlow Clean,Info Not Available,Anti Corrosive Copper Condenser,"Acoustic Jacket on Compressor, Timer On/Off","Cooling Power Input (50% Load): 720 W, Electricity Consumed in 1600 Hours (Units/Year): 1142.58, Running Current: 7.67 A, Rated Cooling Capacity (50% Load): 2605 W",Info Not Available,"Airflow Direction Control, Motorised - Horizontal Louvre/Vertical Swing, Moisture Removal: 2 L/hrs, Motorised- Vertical Louvre/Horizontal Swing, Airflow Volume (Wet): Medium/Low - 411/324 CFM",Info Not Available
"Samsung 1.5 Ton 3 Star Split AC  - White  (AR18NV3HFWK, Copper Condenser)",https://www.flipkart.com/samsung-1-5-ton-3-star-split-ac-white/p/itmffkv7jhxmygra?pid=ACNFFKV75MWQ9A9A&lid=LSTACNFFKV75MWQ9A9AI3VCIL&marketplace=FLIPKART&srno=b_10_228&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNFFKV75MWQ9A9A.SEARCH&ssid=yvf0rq0keo0000001585503762219,50990,Samsung,1 Indoor UnitWarranty CardInter Connecting Pipe3 Manuals1 Outdoor UnitRemote,Split,AR18NV3HFWK,1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,5000 W,8-pole,Yes,Yes,Info Not Available,Copper,943 mm x 299 mm x 352 mm,8.5 kg,926 mm x 640 mm x 412 mm,32 kg,"High - 45 dB, Low - 26 dB",Info Not Available,Info Not Available,2.94 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 220 - 240 V, 50 Hz",1700 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Pattern: Purista Plain,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Koryo 1 Ton 5 Star Split Inverter AC  - White  (UWKSIFG1912A5S INW12, Copper Condenser)",https://www.flipkart.com/koryo-1-ton-5-star-split-inverter-ac-white/p/itmfeebfvhxkmyhh?pid=ACNFEEBFGFXH8HTG&lid=LSTACNFEEBFGFXH8HTGKODSSW&marketplace=FLIPKART&srno=b_10_229&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNFEEBFGFXH8HTG.SEARCH&ssid=yvf0rq0keo0000001585503762219,41990,Koryo,"1 Indoor Unit, 1 Outdoor Unit, Remote Control, 2 AAA Batteries, Installation Plates and Screws, Wiring and User Manual",Split,UWKSIFG1912A5S INW12,1 Ton,5 Star BEE Rating,2018,White,No,3504 W,Rotary,Yes,Yes,R32,Copper,99.8 cm x 33 cm x 21 cm,11 kg,87 cm x 60 cm x 35.5 cm,42 kg,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,No,No,Mesh Filter,Yes,Yes,Info Not Available,Yes,Yes,No,Info Not Available,No,"AC 230 V, 50 Hz",950 W,Info Not Available,Info Not Available,700 CMH,Info Not Available,Info Not Available,Info Not Available,LED,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Blue Star 1 Ton 5 Star Split AC  - White  (5CNHW12QATX / IC512QATX, Aluminium Condenser)",https://www.flipkart.com/blue-star-1-ton-5-split-ac-white/p/itmf5s77ma6nnzxj?pid=ACNF5S776C7UHSF4&lid=LSTACNF5S776C7UHSF4NTTDC0&marketplace=FLIPKART&srno=b_10_230&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNF5S776C7UHSF4.SEARCH&ssid=yvf0rq0keo0000001585503762219,47000,Blue Star,1 Indoor UnitWarranty CardInter Connecting Pipe3 Manuals1 Outdoor UnitRemote,Split,5CNHW12QATX / IC512QATX,1 Ton,5 Star BEE Rating,2018,White,Info Not Available,3420 W,Inverter Rotary,Yes,Yes,R-32,Aluminium,80.2 cm x 18.9 cm x 29.7 cm,9.9 kg,85.8 cm x 32.7 cm x 53.6 cm,34 kg,High - 41 dB,Info Not Available,Info Not Available,4.53 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",855 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Blue Star 2 Ton 3 Star Split AC  - White  (3HW24AATX, Aluminium Condenser)",https://www.flipkart.com/blue-star-2-ton-3-split-ac-white/p/itmf5s77cgzdjmgf?pid=ACNF5S77HJUFUEXE&lid=LSTACNF5S77HJUFUEXEICDDNP&marketplace=FLIPKART&srno=b_10_231&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNF5S77HJUFUEXE.SEARCH&ssid=yvf0rq0keo0000001585503762219,54990,Blue Star,1 Indoor UnitWarranty CardInter Connecting Pipe3 Manuals1 Outdoor UnitRemote,Split,3HW24AATX,2 Ton,3 Star BEE Rating,2018,White,Info Not Available,6370 W,Rotary,Yes,Yes,R-32,Aluminium,108 cm x 22.6 cm x 33.5 cm,14.5 kg,96.8 cm x 36.7 cm x 68.9 cm,47 kg,High - 49 dB,Info Not Available,Info Not Available,3.54 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1800 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Koryo 1.5 Ton 5 Star Split Inverter AC  - White  (UWKSIFG1918A5S INW18, Copper Condenser)",https://www.flipkart.com/koryo-1-5-ton-5-star-split-inverter-ac-white/p/itmfeebehf3wtshx?pid=ACNFEEBEZFY4RG3N&lid=LSTACNFEEBEZFY4RG3N610YO7&marketplace=FLIPKART&srno=b_10_232&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNFEEBEZFY4RG3N.SEARCH&ssid=yvf0rq0keo0000001585503762219,49990,Koryo,"1 Indoor Unit, 1 Outdoor Unit, Remote Control, 2 AAA Batteries, Installation Plates and Screws, Wiring and User Manual",Split,UWKSIFG1918A5S INW18,1.5 Ton,5 Star BEE Rating,2018,White,No,3550 W,Rotary,Yes,Yes,R32,Copper,99.8 cm x 33 cm x 21 cm,11 kg,87 cm x 60 cm x 35.5 cm,42 kg,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,No,No,Mesh Filter,Yes,Yes,Info Not Available,Yes,Yes,No,Info Not Available,No,"AC 230 V, 50 Hz",980 W,Info Not Available,Info Not Available,700 CMH,Info Not Available,Info Not Available,Info Not Available,LED,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"LG 1 Ton 5 Star Split Dual Inverter AC with Wi-fi Connect  - White, Gold  (KS-Q12AWZD, Copper Condenser)",https://www.flipkart.com/lg-1-ton-5-star-split-dual-inverter-ac-wi-fi-connect-white-gold/p/itmfchhjhht7rm3r?pid=ACNFCHHJSCHXPQ95&lid=LSTACNFCHHJSCHXPQ95ZMW7BO&marketplace=FLIPKART&srno=b_10_233&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNFCHHJSCHXPQ95.SEARCH&ssid=yvf0rq0keo0000001585503762219,52990,LG,"1 Indoor Unit, 1 Outdoor Unit, Installation Plate, Installation Tape, Remote, User Manuals, Warranty Card, 2 Batteries, Inter Connecting Wire",Split,KS-Q12AWZD,1 Ton,5 Star BEE Rating,2019,"White, Gold",No,3470 W,Dual Rotary,Yes,Yes,R32,Copper,83.7 cm x 30.2 cm x 18.9 cm,9 kg,71.5 cm x 49.5 cm x 23 cm,24.5 kg,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,Yes,Yes,Info Not Available,Yes,Yes,Yes,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",938 W,Yes,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Carrier 1.5 Ton 3 Star Split AC  - White  (18K DURAFRESH 3 STAR, Copper Condenser)",https://www.flipkart.com/carrier-1-5-ton-3-star-split-ac-white/p/itmf6v2b7cpe5dhe?pid=ACNF6V2BRXTYMZ4S&lid=LSTACNF6V2BRXTYMZ4SIKWBVR&marketplace=FLIPKART&srno=b_10_234&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNF6V2BRXTYMZ4S.SEARCH&ssid=yvf0rq0keo0000001585503762219,50900,Carrier,Installation KitManual1 AC UnitRemote,Split,18K DURAFRESH 3 STAR,1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,5100 W,Rotary,Yes,Yes,Info Not Available,Copper,103 cm x 38 cm x 30 cm,16 kg,102 cm x 76 cm x 42 cm,49 kg,Info Not Available,Info Not Available,Info Not Available,3.5 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1550 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Onida 2 Ton 3 Star Split AC  - White  (IA243SLK, Copper Condenser)",https://www.flipkart.com/onida-2-ton-3-star-split-ac-white/p/itmf49kqqpcpfnyg?pid=ACNF49KQ4ZYDC9EU&lid=LSTACNF49KQ4ZYDC9EUJXV7ED&marketplace=FLIPKART&srno=b_10_235&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNF49KQ4ZYDC9EU.SEARCH&ssid=yvf0rq0keo0000001585503762219,49500,Onida,1 Indoor UnitWarranty CardInter Connecting Pipe3 Manuals1 Outdoor UnitRemote,Split,IA243SLK,2 Ton,3 Star BEE Rating,2018,White,Info Not Available,6220 W,Rotary,No,Yes,Info Not Available,Copper,1078 mm x 325 mm x 246 mm,17 kg,955 mm x 700 mm x 396 mm,47.8 kg,Low - 36 dB,Info Not Available,Info Not Available,3.73 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,No,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",2045 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Cooling Capacity Range: 2500 - 6800 W,Info Not Available,Info Not Available,Info Not Available
"Carrier 2 Ton 3 Star Split AC  - White  (24K 3 Star Fixed Speed R32 ODU (F005) / 24K 3 Star Ester Neo (F005), Copper Condenser)",https://www.flipkart.com/carrier-2-ton-3-star-split-ac-white/p/itmfcschgyktcgjr?pid=ACNFCSCH8ZD5HVMQ&lid=LSTACNFCSCH8ZD5HVMQSQXAGN&marketplace=FLIPKART&srno=b_10_236&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNFCSCH8ZD5HVMQ.SEARCH&ssid=yvf0rq0keo0000001585503762219,62100,Carrier,1 Indoor UnitManualKit2 Battery1 Outdoor UnitRemote,Split,24K 3 Star Fixed Speed R32 ODU (F005) / 24K 3 Star Ester Neo (F005),2 Ton,3 Star BEE Rating,2019,White,No,6200 W,Rotary,Yes,Yes,R32,Copper,1045 mm x 315 mm x 235 mm,14.2 kg,900 mm x 690 mm x 320 mm,47 kg,"High - 46 dB, Low - 38 dB",No,Yes,Info Not Available,Info Not Available,Hydrophilic Aluminum Fin,Aluminum Slit Fin,Yes,Yes,No,Yes,Info Not Available,Info Not Available,PM 2.5 Filter,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1712 W,Yes,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Hidden Display,Info Not Available,Info Not Available,8.3 A,Info Not Available,"Conventional Outdoor Unit, Air Cleaner (Composite Air Freshing Mesh)",Info Not Available,Yes,Info Not Available,Info Not Available
"Panasonic 1.5 Ton 3 Star Split AC  - White  (QN18UKY, Copper Condenser)",https://www.flipkart.com/panasonic-1-5-ton-3-star-split-ac-white/p/itmf49hz6wgcray3?pid=ACNF49HZKWSFXK9G&lid=LSTACNF49HZKWSFXK9G0SFOKO&marketplace=FLIPKART&srno=b_10_237&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNF49HZKWSFXK9G.SEARCH&ssid=yvf0rq0keo0000001585503762219,46100,Panasonic,User Manual1 AC UnitRemote,Split,QN18UKY,1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,5348 W,Rotary,Yes,Yes,Info Not Available,Copper,107 cm x 29.9 cm x 23.5 cm,12 kg,78 cm x 55.7 cm x 24 cm,38 kg,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Blue Fin,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,"PM2.5 Filter, Catechin Filter",Yes,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1500 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"Powerful Mode, Soft Dry Operation Mode, Automatic Operation Mode",Info Not Available,Hidden Display,Info Not Available,Info Not Available,Info Not Available,Info Not Available,24 Hour On/Off Real Timer,Info Not Available,Info Not Available,"Airflow Direction Control (Up and Down), Manual Horizontal Airflow Direction Control",Info Not Available
"Hitachi 1 Ton 3 Star Split AC  - White  (RSG312EAEA, Copper Condenser)",https://www.flipkart.com/hitachi-1-ton-3-star-split-ac-white/p/itmes4xhgcntrwkn?pid=ACNES4XHRGFTXVD9&lid=LSTACNES4XHRGFTXVD9KKERWP&marketplace=FLIPKART&srno=b_10_238&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNES4XHRGFTXVD9.SEARCH&ssid=yvf0rq0keo0000001585503762219,44190,Hitachi,1 Indoor UnitRemote ControlUser ManualWarranty Card1 Outdoor Unit,Split,RSG312EAEA,1 Ton,3 Star BEE Rating,2017,White,No,3900 W,Rotary,Yes,Yes,R-410A,Copper,79.8 cm x 29.5 cm x 24 cm,9.5 kg,75 cm x 54.8 cm x 28.8 cm,31 kg,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"Kaimin Function, Wide Angle Deflector, T-Flow Wave Blade Fan",Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Auto Filter Cleaning Indicator,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1000 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Blue Star 1.5 Ton 3 Star Split AC  - White  (3CNHW18TAFU, Copper Condenser)",https://www.flipkart.com/blue-star-1-5-ton-3-split-ac-white/p/itmf5s77jkrsfhrz?pid=ACNF5S77EHUTY96E&lid=LSTACNF5S77EHUTY96EF8UIEQ&marketplace=FLIPKART&srno=b_10_239&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNF5S77EHUTY96E.SEARCH&ssid=yvf0rq0keo0000001585503762219,54000,Blue Star,1 Indoor UnitWarranty CardInter Connecting Pipe3 Manuals1 Outdoor UnitRemote,Split,3CNHW18TAFU,1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,5190 W,Inverter Rotary,Yes,Yes,R-410A,Copper,101 cm x 23 cm x 32.6 cm,14 kg,80 cm x 33.3 cm x 55.4 cm,32 kg,High - 46 dB,Info Not Available,Info Not Available,3.77 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1870 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
Hitachi 1.5 Ton 3 Star Split AC  - White  (RAU318AWEA),https://www.flipkart.com/hitachi-1-5-ton-3-star-split-ac-white/p/itmeh3dhqhhyzdm4?pid=ACNEH3DHEGGCN5ZE&lid=LSTACNEH3DHEGGCN5ZE2BLFQN&marketplace=FLIPKART&srno=b_10_240&otracker=browse&fm=organic&iid=71a52c3e-865b-4b0f-8784-a83e936e199f.ACNEH3DHEGGCN5ZE.SEARCH&ssid=yvf0rq0keo0000001585503762219,53590,Hitachi,Indoor UnitInstallation KitRemote ControlOutdoor UnitOperation Manual,Split,RAU318AWEA,1.5 Ton,3 Star BEE Rating,2017,White,No,6000 W,Rotary,No,Yes,R-410a,Info Not Available,99.7 cm x 29.4 cm x 25.8 cm,13 kg,75 cm x 54.8 cm x 28.8 cm,36 kg,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Defrosting Sensor,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,No,Info Not Available,Info Not Available,Stainless Steel Coated Filter,No,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1900 W,Info Not Available,Info Not Available,583,"Backlight Remote Control, LCD Remote Control",Powerful Mode,"Air Sleep Cooling Control Technology, Tropical Inverter Technology",Info Not Available,Info Not Available,Eco Green RefrigerantLow Derating (10% Higher Performance in Peak Summer)Soft Dry,8.7 A,Info Not Available,Info Not Available,"Rated ISEER: 3.96, Current Drawn (100 % Load): 7.3 A, Rated Cooling Capacity (50% Load): 2640 W, Cooling Seasonal Energy Consumption: 1030 kWh, Rated Cooling Capacity (100% Load): 5275 W, Rated Power Input (50% Load): 650 W, Rated Power Input (100% Load): 1590 W, Current Drawn (50 % Load): 3.3 A, Rated Cooling COP (50% Load): 4.06 W/W",Info Not Available,"One Touch Silent Fan Speed, Auto Fan Speed, Fan Speed: 5 Steps",Info Not Available
"Lloyd 1.5 Ton 3 Star Split AC with Wi-fi Connect  - White  (LS19B35JE, Copper Condenser)",https://www.flipkart.com/lloyd-1-5-ton-3-star-split-ac-wi-fi-connect-white/p/itmf4czykfze3zgv?pid=ACNF4CZYMKWRHXF8&lid=LSTACNF4CZYMKWRHXF8SGTFTR&marketplace=FLIPKART&srno=b_11_241&otracker=browse&fm=organic&iid=5ef92acb-3ec0-4831-be28-e7101be804c8.ACNF4CZYMKWRHXF8.SEARCH&ssid=9k42j33nxc0000001585503776299,44500,Lloyd,1 Indoor Unit1 User ManualWarranty CardInter Connecting Pipe1 Outdoor UnitRemote,Split,LS19B35JE,1.5 Ton,3 Star BEE Rating,2018,White,No,5150 W,Rotary Compressor,Yes,Yes,R-32,Copper,99.7 cm x 20.5 cm x 31.6 cm,14 kg,80 cm x 54 cm x 31.5 cm,38 kg,"High - 44 dB, Low - 44 dB",Info Not Available,Info Not Available,3.55 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,Info Not Available,Info Not Available,Clean Air Filter,Yes,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",1450 W,Info Not Available,Info Not Available,820 CMH,Info Not Available,Info Not Available,Fixed Speed,Hidden LED Display,Info Not Available,Indoor Noise: 44 dB,Info Not Available,100% Inner Grooved Copper,Eco Friendly Refrigerants,7:00 AM,Info Not Available,Info Not Available,Info Not Available
"Blue Star 1.5 Ton 3 Star Split AC  - White  (3CNHW18CAFU, Copper Condenser)",https://www.flipkart.com/blue-star-1-5-ton-3-split-ac-white/p/itmf5s77eavvj6yp?pid=ACNF5S77NDBGXGTX&lid=LSTACNF5S77NDBGXGTX7LSMGL&marketplace=FLIPKART&srno=b_11_242&otracker=browse&fm=organic&iid=5ef92acb-3ec0-4831-be28-e7101be804c8.ACNF5S77NDBGXGTX.SEARCH&ssid=9k42j33nxc0000001585503776299,57000,Blue Star,1 Indoor UnitWarranty CardInter Connecting Pipe3 Manuals1 Outdoor UnitRemote,Split,3CNHW18CAFU,1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,5135 W,Inverter Rotary,Yes,Yes,R-410A,Copper,86.5 cm x 21.5 cm x 30.5 cm,12 kg,89.9 cm x 37.8 cm x 59.6 cm,37 kg,High - 40 dB,Info Not Available,Info Not Available,3.55 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1769 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Micromax 1.5 Ton 3 Star Split Inverter AC  - White  (ACI18C3A3QS2WH, Copper Condenser)",https://www.flipkart.com/micromax-1-5-ton-3-star-split-inverter-ac-white/p/itmf2vjzuaejxvrn?pid=ACNF2VJZAWPC99UP&lid=LSTACNF2VJZAWPC99UPRIOXVV&marketplace=FLIPKART&srno=b_11_243&otracker=browse&fm=organic&iid=5ef92acb-3ec0-4831-be28-e7101be804c8.ACNF2VJZAWPC99UP.SEARCH&ssid=9k42j33nxc0000001585503776299,41175,Micromax,1 AC Unit,Split,ACI18C3A3QS2WH,1.5 Ton,3 Star BEE Rating,2018,White,No,5100 W,Rotary,Yes,Yes,Info Not Available,Copper,990 mm x 305 mm x 225 mm,13 kg,780 mm x 240 mm x 560 mm,34 kg,"High - 48 dB, Low - 44 dB",Info Not Available,Yes,3.7 W/W,Super Efficient Condenser,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,PM 2.5 Plus Activated Carbon Plus Neem,Yes,Yes,Yes,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1670 W,Info Not Available,Info Not Available,930 CMH,LCD Remote Control,Dry Mode,Info Not Available,LCD Display,Info Not Available,Type: Variable Speed,Info Not Available,Outdoor Coil: Copper,Auto-shut Flaps,Rated Current: 7.50 A,Info Not Available,Info Not Available,Info Not Available
